case_id;date;start_of_week;start_of_month;translated_comments;sentiment;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-16599;2022-02-22;2022-02-20;2022-02-01;The chatbot failed to answer my mortgage question.;negative;phone;32;1;DETRACTOR;0;0;Grupo F,Grupo H,Grupo D;3;3;Grupo D;Login Problems
CASE-15811;2024-01-24;2024-01-21;2024-01-01;The chatbot failed to answer my mortgage question.;negative;phone;157;1;DETRACTOR;0;0;Grupo B,Grupo B,Grupo H;2;3;Grupo H;Account Setup
CASE-14331;2022-03-21;2022-03-20;2022-03-01;The phone agent was alright, no issues.;neutral;email;527;3;DETRACTOR;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-12994;2022-09-01;2022-08-28;2022-09-01;The phone agent was unhelpful with my fees.;negative;chatbot;27;2;DETRACTOR;0;0;Grupo D,Grupo H;2;2;Grupo H;Transaction Error
CASE-11705;2023-03-02;2023-02-26;2023-03-01;Phone support was amazing, they handled my complaint well.;positive;chatbot;5;5;PROMOTER;1;0;Grupo J;1;1;Grupo J;Fees Inquiry
CASE-10748;2024-06-03;2024-06-02;2024-06-01;The email response was clear and professional.;positive;email;222;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-19436;2024-05-06;2024-05-05;2024-05-01;The chatbot gave me incorrect balance info.;negative;phone;34;1;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Transaction Error
CASE-12741;2022-10-09;2022-10-09;2022-10-01;Phone support was excellent, they helped me with my statement.;positive;email;139;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-12662;2024-07-09;2024-07-07;2024-07-01;Email support was rude and unprofessional.;negative;chatbot;59;2;DETRACTOR;0;0;Grupo E,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-18065;2022-04-19;2022-04-17;2022-04-01;I’m impressed with how fast my loan application was processed.;positive;email;129;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-17925;2024-03-31;2024-03-31;2024-03-01;The staff made transferring funds so easy and stress-free.;positive;phone;12;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Login Problems
CASE-19422;2023-09-09;2023-09-03;2023-09-01;The service was fine, I got what I needed.;neutral;chatbot;20;4;PROMOTER;0;1;Grupo E,Grupo J,Grupo F;3;3;Grupo F;Card Issues
CASE-15143;2024-12-31;2024-12-29;2024-12-01;The chatbot was average, did the job eventually.;neutral;email;3845;4;PROMOTER;0;1;Grupo E,Grupo C,Grupo F,Grupo B;4;4;Grupo B;Balance Inquiry
CASE-15316;2022-05-28;2022-05-22;2022-05-01;The agent on the phone explained my mortgage options clearly.;positive;phone;9;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-10246;2024-11-27;2024-11-24;2024-11-01;The chatbot kept crashing when I needed help.;negative;phone;104;2;DETRACTOR;0;0;Grupo C,Grupo H,Grupo F,Grupo J;4;4;Grupo J;Fraud Report
CASE-15202;2023-02-14;2023-02-12;2023-02-01;Email support was excellent and very responsive.;positive;email;201;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-14444;2022-08-31;2022-08-28;2022-08-01;The email team provided excellent service, I’m happy!;positive;email;626;4;PROMOTER;1;1;Grupo G,Grupo J,Grupo B;3;3;Grupo B;Loan Inquiry
CASE-11618;2022-05-08;2022-05-08;2022-05-01;The chatbot was a lifesaver when I needed to block my card.;positive;email;76;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-15605;2024-12-10;2024-12-08;2024-12-01;The email team helped me update my contact info effortlessly.;positive;chatbot;1;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Card Issues
CASE-16726;2022-02-28;2022-02-27;2022-02-01;The email team helped me update my contact info effortlessly.;positive;phone;8;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-19204;2022-04-07;2022-04-03;2022-04-01;The chatbot assisted with my bill payment perfectly.;positive;phone;27;5;PROMOTER;1;1;Grupo J,Grupo B;2;2;Grupo B;Card Issues
CASE-11817;2022-06-21;2022-06-19;2022-06-01;The phone agent was clueless about my account.;negative;chatbot;72;2;DETRACTOR;0;0;Grupo F,Grupo H,Grupo D;3;3;Grupo D;Transaction Error
CASE-15541;2025-02-10;2025-02-09;2025-02-01;The chatbot was quick to assist with my payment query.;positive;phone;14;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-10085;2023-12-01;2023-11-26;2023-12-01;The chatbot gave me wrong payment instructions.;negative;phone;92;2;DETRACTOR;0;0;Grupo B,Grupo G,Grupo G;2;3;Grupo G;Transaction Error
CASE-11801;2025-01-22;2025-01-19;2025-01-01;The chatbot handled my payment query perfectly.;positive;chatbot;1;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-18084;2023-08-06;2023-08-06;2023-08-01;The phone agent was friendly and fixed my login issue.;positive;email;75;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Fees Inquiry
CASE-15333;2022-10-16;2022-10-16;2022-10-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;phone;5;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-13418;2022-01-18;2022-01-16;2022-01-01;Email support was neutral, did the minimum.;neutral;email;726;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-11127;2023-04-11;2023-04-09;2023-04-01;Phone support was efficient and solved my problem fast.;positive;chatbot;1;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Card Issues
CASE-19635;2024-01-06;2023-12-31;2024-01-01;The email team responded promptly and solved my issue.;positive;email;190;5;PROMOTER;1;0;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-16214;2022-01-14;2022-01-09;2022-01-01;The chatbot kept crashing when I needed help.;negative;phone;71;2;DETRACTOR;0;0;Grupo F,Grupo I;2;2;Grupo I;Payment Issues
CASE-13236;2024-08-01;2024-07-28;2024-08-01;The email response was spot on and very professional.;positive;chatbot;4;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Balance Inquiry
CASE-13988;2024-08-07;2024-08-04;2024-08-01;The email team helped me update my contact info effortlessly.;positive;chatbot;4;4;PROMOTER;1;0;Grupo G;1;1;Grupo G;Account Setup
CASE-16948;2025-02-23;2025-02-23;2025-02-01;The chatbot assisted with my card, but it was slow.;neutral;email;2668;3;DETRACTOR;0;1;Grupo D,Grupo C;2;2;Grupo C;Balance Inquiry
CASE-15550;2022-06-03;2022-05-29;2022-06-01;Email support was useless, they didn’t even try.;negative;phone;233;2;DETRACTOR;0;0;Grupo H,Grupo I,Grupo F,Grupo A,Grupo A;4;5;Grupo A;Payment Issues
CASE-16704;2024-02-29;2024-02-25;2024-02-01;The phone team made me wait and then hung up.;negative;chatbot;19;2;DETRACTOR;0;1;Grupo E,Grupo A,Grupo C,Grupo C;3;4;Grupo C;Transaction Error
CASE-12988;2024-08-20;2024-08-18;2024-08-01;The email team ignored my urgent request.;negative;email;3128;2;DETRACTOR;0;0;Grupo G,Grupo C;2;2;Grupo C;Loan Inquiry
CASE-11994;2024-10-02;2024-09-29;2024-10-01;The agent on the phone explained my mortgage options clearly.;positive;phone;15;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Payment Issues
CASE-13584;2022-11-19;2022-11-13;2022-11-01;Phone support was slow and didn’t fix my card issue.;negative;phone;148;2;DETRACTOR;0;1;Grupo G,Grupo I,Grupo F,Grupo G;3;4;Grupo G;Login Problems
CASE-14740;2022-08-31;2022-08-28;2022-08-01;The chatbot was fine with my loan question.;neutral;email;1245;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Card Issues
CASE-11720;2023-05-04;2023-04-30;2023-05-01;The chatbot failed to help with my account setup.;negative;email;3323;1;DETRACTOR;0;1;Grupo G,Grupo A,Grupo G;2;3;Grupo G;Fees Inquiry
CASE-11416;2022-12-30;2022-12-25;2022-12-01;The phone agent was clueless about my account.;negative;chatbot;36;2;DETRACTOR;0;0;Grupo D,Grupo C;2;2;Grupo C;Transaction Error
CASE-11350;2024-07-06;2024-06-30;2024-07-01;Phone support was rude and disconnected me.;negative;chatbot;111;1;DETRACTOR;0;1;Grupo C,Grupo J,Grupo E,Grupo E,Grupo G;4;5;Grupo G;Loan Inquiry
CASE-10269;2022-02-11;2022-02-06;2022-02-01;The staff made transferring funds so easy and stress-free.;positive;phone;15;5;PROMOTER;1;0;Grupo A;1;1;Grupo A;Account Setup
CASE-11905;2023-12-15;2023-12-10;2023-12-01;The email team didn’t care about my problem.;negative;chatbot;19;2;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Fees Inquiry
CASE-18564;2022-06-25;2022-06-19;2022-06-01;The chatbot helped with my rewards, but it was slow.;neutral;phone;28;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-10336;2022-04-13;2022-04-10;2022-04-01;The phone agent walked me through everything step-by-step.;positive;email;131;5;PROMOTER;1;0;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-13553;2024-11-09;2024-11-03;2024-11-01;The staff made transferring funds so easy and stress-free.;positive;phone;9;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Login Problems
CASE-10001;2022-06-21;2022-06-19;2022-06-01;I waited on hold for an hour, this is unacceptable.;negative;email;2444;1;DETRACTOR;0;0;Grupo E,Grupo C,Grupo F,Grupo E;3;4;Grupo E;Transaction Error
CASE-17862;2023-02-08;2023-02-05;2023-02-01;The chatbot made banking so convenient, I love it!;positive;chatbot;4;4;PROMOTER;1;0;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-11020;2023-03-21;2023-03-19;2023-03-01;The email response was spot on and very professional.;positive;chatbot;4;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Account Setup
CASE-10073;2023-07-02;2023-07-02;2023-07-01;The phone agent didn’t listen to my complaint.;negative;phone;70;1;DETRACTOR;0;1;Grupo J,Grupo F,Grupo A;3;3;Grupo A;Transaction Error
CASE-10870;2022-11-24;2022-11-20;2022-11-01;The phone team was alright, no big deal.;neutral;email;1374;3;DETRACTOR;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-13398;2024-05-21;2024-05-19;2024-05-01;The service was slow, and my issue is still unresolved.;negative;chatbot;61;2;DETRACTOR;0;0;Grupo G,Grupo J,Grupo E;3;3;Grupo E;Payment Issues
CASE-10527;2022-07-28;2022-07-24;2022-07-01;The phone team made me wait and then hung up.;negative;phone;295;2;DETRACTOR;0;0;Grupo C,Grupo I,Grupo J,Grupo A,Grupo G;5;5;Grupo G;Transaction Error
CASE-18746;2023-09-14;2023-09-10;2023-09-01;The chatbot answered my loan question in seconds.;positive;phone;7;4;PROMOTER;1;0;Grupo D,Grupo C;2;2;Grupo C;Balance Inquiry
CASE-15162;2023-04-10;2023-04-09;2023-04-01;The chatbot was quick to assist with my transfer request.;positive;phone;38;4;PROMOTER;0;1;Grupo E,Grupo F,Grupo B;3;3;Grupo B;Payment Issues
CASE-10013;2024-12-03;2024-12-01;2024-12-01;The chatbot couldn’t assist with my bill payment.;negative;phone;124;1;DETRACTOR;0;0;Grupo F,Grupo B,Grupo H;3;3;Grupo H;Fraud Report
CASE-10094;2024-10-10;2024-10-06;2024-10-01;The phone agent didn’t even try to assist me.;negative;email;3618;1;DETRACTOR;0;0;Grupo G,Grupo H,Grupo H;2;3;Grupo H;Account Setup
CASE-13052;2022-11-11;2022-11-06;2022-11-01;The phone representative was kind and fixed my issue right away.;positive;email;172;5;PROMOTER;1;0;Grupo J;1;1;Grupo J;General Inquiry
CASE-17451;2022-10-15;2022-10-09;2022-10-01;The chatbot couldn’t handle my payment issue.;negative;chatbot;86;1;DETRACTOR;0;0;Grupo E,Grupo A,Grupo B,Grupo H,Grupo G;5;5;Grupo G;Transaction Error
CASE-12725;2023-03-26;2023-03-26;2023-03-01;The email response was prompt and very clear.;positive;phone;10;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-12365;2022-08-21;2022-08-21;2022-08-01;The chatbot was quick to assist with my payment query.;positive;phone;13;5;PROMOTER;1;0;Grupo H;1;1;Grupo H;Loan Inquiry
CASE-11257;2025-01-18;2025-01-12;2025-01-01;The email team didn’t care about my problem.;negative;chatbot;13;1;DETRACTOR;0;0;Grupo A,Grupo J;2;2;Grupo J;Login Problems
CASE-11178;2025-02-07;2025-02-02;2025-02-01;The service was top-notch, I’m so happy with this bank!;positive;email;353;4;PROMOTER;1;1;Grupo G,Grupo G;1;2;Grupo G;Card Issues
CASE-12072;2022-06-09;2022-06-05;2022-06-01;The phone agent helped me, but it was slow.;neutral;email;869;3;DETRACTOR;1;0;Grupo E;1;1;Grupo E;Payment Issues
CASE-13433;2022-11-11;2022-11-06;2022-11-01;The email team solved my issue with a single reply.;positive;phone;9;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Account Setup
CASE-12110;2022-04-04;2022-04-03;2022-04-01;The phone team was professional and handled my request well.;positive;chatbot;2;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Transaction Error
CASE-15752;2024-03-01;2024-02-25;2024-03-01;The email response was vague and frustrating.;negative;email;2502;1;DETRACTOR;0;0;Grupo A,Grupo A,Grupo C,Grupo H,Grupo C;3;5;Grupo C;Card Issues
CASE-17738;2024-06-11;2024-06-09;2024-06-01;The service was top-notch, I’m so happy with this bank!;positive;email;610;5;PROMOTER;1;1;Grupo H,Grupo B,Grupo D;3;3;Grupo D;Balance Inquiry
CASE-15646;2024-10-21;2024-10-20;2024-10-01;The phone representative was kind and fixed my issue right away.;positive;chatbot;3;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Login Problems
CASE-11216;2024-09-27;2024-09-22;2024-09-01;Email support took days to reply, terrible service!;negative;email;2177;2;DETRACTOR;0;0;Grupo F,Grupo C,Grupo G;3;3;Grupo G;Login Problems
CASE-11493;2024-08-13;2024-08-11;2024-08-01;Email support was polite and answered all my questions.;positive;phone;7;5;PROMOTER;1;1;Grupo C;1;1;Grupo C;Account Setup
CASE-12281;2024-03-03;2024-03-03;2024-03-01;The email team solved my issue with a single reply.;positive;phone;23;5;PROMOTER;1;0;Grupo B,Grupo G;2;2;Grupo G;Payment Issues
CASE-18231;2022-06-29;2022-06-26;2022-06-01;The chatbot made my experience so convenient!;positive;email;100;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-10092;2024-02-22;2024-02-18;2024-02-01;The chatbot guided me through online banking setup flawlessly.;positive;phone;7;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-17249;2024-11-10;2024-11-10;2024-11-01;The chatbot couldn’t assist with my bill payment.;negative;email;4082;1;DETRACTOR;0;0;Grupo C,Grupo B,Grupo J,Grupo J,Grupo E;4;5;Grupo E;Card Issues
CASE-11229;2024-08-11;2024-08-11;2024-08-01;The email response was rude and dismissive.;negative;email;1505;2;DETRACTOR;0;0;Grupo I,Grupo A,Grupo I;2;3;Grupo I;Transaction Error
CASE-19803;2024-05-17;2024-05-12;2024-05-01;I love how efficient the phone support was today!;positive;email;89;4;PROMOTER;1;0;Grupo C;1;1;Grupo C;Payment Issues
CASE-14542;2022-06-07;2022-06-05;2022-06-01;Email support was slow and didn’t solve anything.;negative;email;1592;1;DETRACTOR;0;0;Grupo B,Grupo H;2;2;Grupo H;Card Issues
CASE-14566;2022-10-08;2022-10-02;2022-10-01;Email support was okay, not very thorough.;neutral;phone;26;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Login Problems
CASE-19766;2024-08-31;2024-08-25;2024-08-01;The chatbot made resetting my PIN so simple.;positive;chatbot;3;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Balance Inquiry
CASE-13961;2025-01-13;2025-01-12;2025-01-01;I love how efficient the phone support was today!;positive;chatbot;9;5;PROMOTER;1;1;Grupo B,Grupo G;2;2;Grupo G;Card Issues
CASE-16158;2022-10-18;2022-10-16;2022-10-01;The phone agent was impatient and rude.;negative;phone;55;2;DETRACTOR;0;0;Grupo B,Grupo E,Grupo B;2;3;Grupo B;General Inquiry
CASE-12687;2022-05-20;2022-05-15;2022-05-01;The phone team was fine, no major problems.;neutral;chatbot;43;4;PROMOTER;0;1;Grupo H,Grupo J,Grupo H;2;3;Grupo H;Balance Inquiry
CASE-18870;2022-11-02;2022-10-30;2022-11-01;The email response was detailed and very helpful.;positive;phone;19;4;PROMOTER;1;1;Grupo D,Grupo A;2;2;Grupo A;Payment Issues
CASE-19113;2022-12-01;2022-11-27;2022-12-01;Email support didn’t even read my message properly.;negative;phone;193;2;DETRACTOR;0;0;Grupo D,Grupo G,Grupo B,Grupo I;4;4;Grupo I;Card Issues
CASE-12037;2023-07-14;2023-07-09;2023-07-01;The chatbot crashed during my payment request.;negative;phone;105;2;DETRACTOR;0;1;Grupo F,Grupo H;2;2;Grupo H;Login Problems
CASE-10236;2023-04-13;2023-04-09;2023-04-01;I love how efficient the phone support was today!;positive;chatbot;6;5;PROMOTER;1;1;Grupo H,Grupo I,Grupo E;3;3;Grupo E;Fees Inquiry
CASE-12154;2024-09-21;2024-09-15;2024-09-01;Email support was amazing, they responded right away.;positive;email;211;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-16809;2023-03-14;2023-03-12;2023-03-01;The email response was thorough and resolved my question.;positive;email;105;5;PROMOTER;1;1;Grupo B,Grupo H;2;2;Grupo H;Card Issues
CASE-11478;2023-07-03;2023-07-02;2023-07-01;I had a horrible experience with the phone support.;negative;phone;117;2;DETRACTOR;0;0;Grupo C,Grupo F;2;2;Grupo F;Login Problems
CASE-16245;2022-01-02;2022-01-02;2022-01-01;The email team was neutral, response was fine.;neutral;chatbot;10;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-15977;2023-07-22;2023-07-16;2023-07-01;The chatbot quickly helped me reset my password.;positive;phone;12;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Account Setup
CASE-13077;2023-07-08;2023-07-02;2023-07-01;The email response was sloppy and unclear.;negative;email;4099;1;DETRACTOR;0;0;Grupo H,Grupo H;1;2;Grupo H;Transaction Error
CASE-16348;2024-01-22;2024-01-21;2024-01-01;The email team responded promptly and solved my issue.;positive;email;184;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-16283;2025-01-14;2025-01-12;2025-01-01;The chatbot made checking my rewards so simple.;positive;chatbot;1;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Fees Inquiry
CASE-18737;2023-01-05;2023-01-01;2023-01-01;The service was top-notch, I’m so happy with this bank!;positive;email;159;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Account Setup
CASE-13621;2023-07-20;2023-07-16;2023-07-01;Phone support was a disaster, they made it worse!;negative;email;3668;1;DETRACTOR;0;0;Grupo D,Grupo H;2;2;Grupo H;Account Setup
CASE-18773;2022-01-16;2022-01-16;2022-01-01;The chatbot couldn’t handle my simple transfer request.;negative;chatbot;15;2;DETRACTOR;0;1;Grupo I,Grupo A,Grupo C;3;3;Grupo C;Payment Issues
CASE-15829;2022-02-09;2022-02-06;2022-02-01;The agent was very helpful and resolved my issue quickly.;positive;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-18275;2024-05-13;2024-05-12;2024-05-01;The phone agent was friendly and fixed my login issue.;positive;email;184;5;PROMOTER;1;1;Grupo A,Grupo D;2;2;Grupo D;Payment Issues
CASE-16027;2024-01-22;2024-01-21;2024-01-01;The chatbot assisted me with my card replacement smoothly.;positive;chatbot;2;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-18929;2023-09-15;2023-09-10;2023-09-01;The chatbot gave me irrelevant answers every time.;negative;chatbot;28;1;DETRACTOR;0;0;Grupo H,Grupo G;2;2;Grupo G;Login Problems
CASE-19131;2022-06-19;2022-06-19;2022-06-01;The agent was knowledgeable and made me feel valued.;positive;email;389;4;PROMOTER;1;1;Grupo C,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-14087;2023-09-08;2023-09-03;2023-09-01;The chatbot was quick to assist with my transfer request.;positive;phone;9;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-16029;2024-11-19;2024-11-17;2024-11-01;The email response was detailed and very helpful.;positive;phone;10;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-17769;2024-05-27;2024-05-26;2024-05-01;The chatbot was alright, took a few tries.;neutral;chatbot;7;4;PROMOTER;1;1;Grupo C,Grupo F,Grupo F,Grupo I;3;4;Grupo I;Transaction Error
CASE-11732;2022-12-18;2022-12-18;2022-12-01;The chatbot crashed when I asked about my loan.;negative;email;3205;2;DETRACTOR;0;0;Grupo J,Grupo E,Grupo I,Grupo E,Grupo E;3;5;Grupo E;General Inquiry
CASE-11002;2024-08-09;2024-08-04;2024-08-01;The phone team was courteous and fixed my issue instantly.;positive;email;179;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Fees Inquiry
CASE-17112;2022-11-29;2022-11-27;2022-11-01;The email team solved my issue with a single reply.;positive;email;193;4;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-13360;2023-04-07;2023-04-02;2023-04-01;The chatbot failed to assist with my rewards query.;negative;chatbot;16;2;DETRACTOR;0;0;Grupo H;1;1;Grupo H;Fraud Report
CASE-15470;2025-01-04;2024-12-29;2025-01-01;The email response was sloppy and unclear.;negative;chatbot;97;1;DETRACTOR;0;0;Grupo E,Grupo E,Grupo C,Grupo B;3;4;Grupo B;Transaction Error
CASE-12591;2024-11-16;2024-11-10;2024-11-01;The chatbot couldn’t handle my simple transfer request.;negative;chatbot;72;2;DETRACTOR;0;0;Grupo C,Grupo E,Grupo F;3;3;Grupo F;Fraud Report
CASE-12267;2023-02-23;2023-02-19;2023-02-01;The chatbot couldn’t handle my simple question.;negative;email;3581;1;DETRACTOR;0;0;Grupo G,Grupo H,Grupo B,Grupo F;4;4;Grupo F;Transaction Error
CASE-15468;2023-04-29;2023-04-23;2023-04-01;Phone support was excellent, they helped me with my statement.;positive;phone;11;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Login Problems
CASE-10418;2022-08-30;2022-08-28;2022-08-01;The chatbot failed to reset my password correctly.;negative;email;3889;2;DETRACTOR;0;0;Grupo C,Grupo A,Grupo C;2;3;Grupo C;Loan Inquiry
CASE-13592;2023-02-17;2023-02-12;2023-02-01;The agent on the phone explained my mortgage options clearly.;positive;chatbot;2;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Payment Issues
CASE-19517;2022-05-17;2022-05-15;2022-05-01;The phone team made my experience so pleasant today.;positive;email;141;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-18576;2024-06-02;2024-06-02;2024-06-01;Email support was okay, could be better.;neutral;chatbot;9;4;PROMOTER;1;0;Grupo J,Grupo A;2;2;Grupo A;Login Problems
CASE-18054;2022-07-16;2022-07-10;2022-07-01;The phone team was alright, no complaints.;neutral;phone;24;3;DETRACTOR;1;1;Grupo I,Grupo C,Grupo B;3;3;Grupo B;Account Setup
CASE-19963;2023-07-02;2023-07-02;2023-07-01;The phone team was unprofessional and unhelpful.;negative;email;3273;2;DETRACTOR;0;0;Grupo J,Grupo E;2;2;Grupo E;Card Issues
CASE-19161;2024-10-02;2024-09-29;2024-10-01;The email team provided excellent service, I’m happy!;positive;phone;20;5;PROMOTER;1;1;Grupo B,Grupo E;2;2;Grupo E;Login Problems
CASE-16862;2023-06-11;2023-06-11;2023-06-01;The phone team was amazing with my inquiry.;positive;phone;11;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Transaction Error
CASE-19270;2022-11-06;2022-11-06;2022-11-01;The phone team made my experience so pleasant today.;positive;chatbot;4;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-12416;2024-02-03;2024-01-28;2024-02-01;The phone agent was alright, no issues.;neutral;chatbot;5;4;PROMOTER;1;1;Grupo J,Grupo A;2;2;Grupo A;Balance Inquiry
CASE-14178;2023-11-22;2023-11-19;2023-11-01;The phone team was slow and didn’t care.;negative;email;2587;1;DETRACTOR;0;0;Grupo E,Grupo J,Grupo F;3;3;Grupo F;Transaction Error
CASE-14039;2023-07-29;2023-07-23;2023-07-01;The chatbot failed to process my savings request.;negative;email;3617;2;DETRACTOR;0;1;Grupo B,Grupo D,Grupo B;2;3;Grupo B;Transaction Error
CASE-19454;2023-05-12;2023-05-07;2023-05-01;The chatbot made banking so convenient, I love it!;positive;phone;13;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-14167;2024-05-12;2024-05-12;2024-05-01;Great customer service, the phone representative was so polite!;positive;email;105;5;PROMOTER;1;1;Grupo J;1;1;Grupo J;Account Setup
CASE-11123;2023-03-04;2023-02-26;2023-03-01;The email response was fine, not very helpful.;neutral;chatbot;30;3;DETRACTOR;0;1;Grupo I,Grupo G;2;2;Grupo G;Loan Inquiry
CASE-16586;2024-10-07;2024-10-06;2024-10-01;Phone support made me feel confident about my banking.;positive;chatbot;2;5;PROMOTER;1;0;Grupo B;1;1;Grupo B;Card Issues
CASE-18406;2022-03-10;2022-03-06;2022-03-01;Email support was useless, they didn’t even try.;negative;email;2530;2;DETRACTOR;0;0;Grupo D,Grupo I;2;2;Grupo I;Transaction Error
CASE-13757;2024-07-30;2024-07-28;2024-07-01;The email team didn’t address my issue at all.;negative;phone;49;2;DETRACTOR;0;0;Grupo G;1;1;Grupo G;Card Issues
CASE-14949;2024-09-21;2024-09-15;2024-09-01;I’m impressed with how fast my loan application was processed.;positive;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Account Setup
CASE-13543;2022-09-27;2022-09-25;2022-09-01;The phone team made banking so easy for me.;positive;email;76;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Loan Inquiry
CASE-15299;2024-06-30;2024-06-30;2024-06-01;The email response was late and irrelevant.;negative;chatbot;12;2;DETRACTOR;0;0;Grupo E;1;1;Grupo E;Transaction Error
CASE-16671;2023-07-10;2023-07-09;2023-07-01;The chatbot kept crashing when I needed help.;negative;phone;121;2;DETRACTOR;0;0;Grupo I,Grupo I,Grupo B,Grupo I;2;4;Grupo I;Transaction Error
CASE-13092;2024-08-31;2024-08-25;2024-08-01;The phone agent was so patient with my account setup.;positive;phone;9;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Loan Inquiry
CASE-17462;2024-11-08;2024-11-03;2024-11-01;The chatbot answered all my questions perfectly, amazing!;positive;chatbot;4;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-12336;2024-01-11;2024-01-07;2024-01-01;The email response was rude and incomplete.;negative;chatbot;89;2;DETRACTOR;0;0;Grupo F,Grupo G,Grupo I;3;3;Grupo I;General Inquiry
CASE-15492;2022-07-02;2022-06-26;2022-07-01;Email support was decent, met expectations.;neutral;chatbot;33;4;PROMOTER;0;0;Grupo J,Grupo J,Grupo J;1;3;Grupo J;Payment Issues
CASE-15547;2024-02-07;2024-02-04;2024-02-01;The chatbot made paying my bill so easy and fast.;positive;phone;25;4;PROMOTER;1;1;Grupo G,Grupo B;2;2;Grupo B;Loan Inquiry
CASE-14487;2023-09-02;2023-08-27;2023-09-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;phone;5;5;PROMOTER;1;1;Grupo G,Grupo D;2;2;Grupo D;Fees Inquiry
