case_id;date;start_of_week;start_of_month;translated_comments;sentiment;channel;resolution_time_min;csat_rating_received;classification;resolved_in_sla;first_touch_resolution;group_name_history;groups;total_groups;csat_rated_group_name;issue_classification
CASE-23919;2022-06-01;2022-05-29;2022-06-01;Email support was fast and fixed my login issue.;positive;chatbot;14;4;PROMOTER;0;1;Grupo D,Grupo A,Grupo H;3;3;Grupo H;Login Problems
CASE-15717;2022-09-14;2022-09-11;2022-09-01;Email support was amazing, they responded right away.;positive;email;135;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-16677;2022-04-23;2022-04-17;2022-04-01;The chatbot helped me with my account balance quickly.;positive;phone;21;4;PROMOTER;1;1;Grupo I,Grupo E;2;2;Grupo E;Balance Inquiry
CASE-26811;2025-02-19;2025-02-16;2025-02-01;The chatbot failed to assist with my rewards query.;negative;phone;34;2;DETRACTOR;0;0;Grupo A,Grupo J;2;2;Grupo J;Account Setup
CASE-23681;2023-10-21;2023-10-15;2023-10-01;The phone team was courteous and fixed my issue instantly.;positive;phone;7;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-29534;2024-10-01;2024-09-29;2024-10-01;The chatbot gave me accurate info about my account in seconds.;positive;chatbot;4;4;PROMOTER;1;0;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-29129;2024-12-22;2024-12-22;2024-12-01;The email response was okay, not very detailed.;neutral;phone;35;4;PROMOTER;0;0;Grupo H,Grupo B;2;2;Grupo B;Card Issues
CASE-25552;2022-09-02;2022-08-28;2022-09-01;The chatbot helped me with my savings goal easily.;positive;chatbot;10;4;PROMOTER;1;1;Grupo A,Grupo F;2;2;Grupo F;Fees Inquiry
CASE-20122;2023-12-18;2023-12-17;2023-12-01;Email support was fine, met my expectations.;neutral;email;812;3;DETRACTOR;1;1;Grupo C;1;1;Grupo C;Card Issues
CASE-16543;2022-05-12;2022-05-08;2022-05-01;The call center staff was patient and resolved my payment issue.;positive;chatbot;1;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Account Setup
CASE-25779;2022-03-09;2022-03-06;2022-03-01;The chatbot made banking so convenient, I love it!;positive;email;342;4;PROMOTER;1;1;Grupo A,Grupo E,Grupo A;2;3;Grupo A;Transaction Error
CASE-25266;2023-05-11;2023-05-07;2023-05-01;Phone support was efficient and solved my problem fast.;positive;chatbot;4;5;PROMOTER;1;1;Grupo H,Grupo A;2;2;Grupo A;Card Issues
CASE-26042;2022-07-14;2022-07-10;2022-07-01;The chatbot couldn’t assist with my statement.;negative;chatbot;46;1;DETRACTOR;0;0;Grupo F,Grupo B,Grupo B,Grupo F,Grupo F;2;5;Grupo F;Card Issues
CASE-17119;2022-04-04;2022-04-03;2022-04-01;The phone agent helped me with my rewards program.;positive;email;115;4;PROMOTER;1;1;Grupo E,Grupo A;2;2;Grupo A;Payment Issues
CASE-17526;2024-06-03;2024-06-02;2024-06-01;Email support was polite and answered all my questions.;positive;email;438;4;PROMOTER;1;1;Grupo F,Grupo A;2;2;Grupo A;Balance Inquiry
CASE-21258;2024-05-26;2024-05-26;2024-05-01;Phone support was rude and disconnected me.;negative;chatbot;30;2;DETRACTOR;0;0;Grupo B;1;1;Grupo B;Login Problems
CASE-25464;2022-05-08;2022-05-08;2022-05-01;The phone agent was great at explaining my loan terms.;positive;email;60;4;PROMOTER;1;1;Grupo B,Grupo F,Grupo J;3;3;Grupo J;Balance Inquiry
CASE-22262;2024-12-09;2024-12-08;2024-12-01;The chatbot gave me incorrect balance info.;negative;phone;58;1;DETRACTOR;0;0;Grupo D,Grupo A;2;2;Grupo A;General Inquiry
CASE-26317;2024-03-01;2024-02-25;2024-03-01;Phone support handled my transfer request flawlessly.;positive;email;127;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Account Setup
CASE-18772;2022-10-11;2022-10-09;2022-10-01;The phone team was slow and unprofessional.;negative;chatbot;38;2;DETRACTOR;0;1;Grupo D,Grupo F,Grupo D,Grupo I,Grupo E;4;5;Grupo E;Fraud Report
CASE-24043;2022-06-24;2022-06-19;2022-06-01;The chatbot gave me outdated info about my fees.;negative;chatbot;17;1;DETRACTOR;0;0;Grupo B,Grupo B,Grupo A;2;3;Grupo A;Payment Issues
CASE-27619;2023-12-20;2023-12-17;2023-12-01;Email support was slow and didn’t solve anything.;negative;email;1780;2;DETRACTOR;0;0;Grupo H,Grupo C,Grupo I,Grupo G;4;4;Grupo G;Login Problems
CASE-19437;2023-11-30;2023-11-26;2023-11-01;I had a wonderful experience opening my account via phone.;positive;phone;13;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;General Inquiry
CASE-27029;2023-04-23;2023-04-23;2023-04-01;The chatbot explained my fees so clearly, I’m impressed!;positive;chatbot;5;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-18679;2023-04-12;2023-04-09;2023-04-01;The email support team was professional and courteous.;positive;phone;11;4;PROMOTER;1;1;Grupo E,Grupo G;2;2;Grupo G;Loan Inquiry
CASE-19841;2024-06-10;2024-06-09;2024-06-01;The chatbot made checking my interest rates so simple.;positive;email;87;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Payment Issues
CASE-16222;2022-05-27;2022-05-22;2022-05-01;Great customer service, the phone representative was so polite!;positive;chatbot;3;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Payment Issues
CASE-27904;2023-05-04;2023-04-30;2023-05-01;The phone agent was so patient with my account setup.;positive;chatbot;5;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-15517;2023-06-05;2023-06-04;2023-06-01;Email support ignored my complaint completely.;negative;phone;224;2;DETRACTOR;0;0;Grupo G,Grupo H,Grupo A,Grupo D;4;4;Grupo D;Transaction Error
CASE-15958;2024-12-04;2024-12-01;2024-12-01;The email response was rude and incomplete.;negative;phone;94;1;DETRACTOR;0;0;Grupo J,Grupo F;2;2;Grupo F;Transaction Error
CASE-27102;2022-10-03;2022-10-02;2022-10-01;Fantastic support over the phone, my issue was fixed in minutes.;positive;phone;5;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-29085;2024-06-29;2024-06-23;2024-06-01;The chatbot was quick to assist with my transfer request.;positive;email;313;5;PROMOTER;1;1;Grupo A,Grupo J,Grupo C;3;3;Grupo C;Loan Inquiry
CASE-17734;2023-04-12;2023-04-09;2023-04-01;I had a horrible experience with the phone support.;negative;email;3507;2;DETRACTOR;0;0;Grupo B,Grupo C;2;2;Grupo C;Payment Issues
CASE-19305;2023-12-13;2023-12-10;2023-12-01;The phone representative was kind and fixed my issue right away.;positive;chatbot;4;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-24338;2022-05-08;2022-05-08;2022-05-01;Phone support was standard, nothing exciting.;neutral;chatbot;35;3;DETRACTOR;0;1;Grupo G,Grupo A,Grupo C;3;3;Grupo C;Login Problems
CASE-19132;2024-09-11;2024-09-08;2024-09-01;The chatbot assisted me with my card replacement smoothly.;positive;chatbot;5;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Account Setup
CASE-28251;2023-03-21;2023-03-19;2023-03-01;The chatbot couldn’t help with my card replacement.;negative;email;1814;2;DETRACTOR;0;0;Grupo B,Grupo H;2;2;Grupo H;Account Setup
CASE-29317;2022-03-30;2022-03-27;2022-03-01;The email response was prompt and very clear.;positive;phone;21;5;PROMOTER;1;1;Grupo H,Grupo I,Grupo B;3;3;Grupo B;Login Problems
CASE-23532;2022-10-05;2022-10-02;2022-10-01;The chatbot was fast and accurate with my inquiry.;positive;chatbot;5;4;PROMOTER;1;1;Grupo C,Grupo J,Grupo J;2;3;Grupo J;Card Issues
CASE-26485;2024-08-05;2024-08-04;2024-08-01;Phone support made me feel confident about my banking.;positive;email;222;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-28312;2024-08-10;2024-08-04;2024-08-01;The chatbot assisted me with my fees effortlessly.;positive;phone;12;4;PROMOTER;1;1;Grupo H;1;1;Grupo H;Payment Issues
CASE-20763;2023-06-28;2023-06-25;2023-06-01;The email team took too long to fix my login issue.;negative;email;3320;1;DETRACTOR;0;0;Grupo B,Grupo D,Grupo D;2;3;Grupo D;Card Issues
CASE-21745;2022-11-23;2022-11-20;2022-11-01;Phone support was excellent, they helped me with my statement.;positive;email;376;4;PROMOTER;1;1;Grupo C,Grupo G;2;2;Grupo G;Balance Inquiry
CASE-26606;2023-06-15;2023-06-11;2023-06-01;Phone support was terrible, they wasted my time.;negative;email;1879;2;DETRACTOR;0;1;Grupo E,Grupo F;2;2;Grupo F;Login Problems
CASE-19099;2022-08-14;2022-08-14;2022-08-01;The phone agent walked me through everything step-by-step.;positive;phone;9;5;PROMOTER;1;1;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-23225;2024-06-22;2024-06-16;2024-06-01;Email support was spot on, they fixed my login problem quickly.;positive;email;124;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Card Issues
CASE-27169;2023-07-10;2023-07-09;2023-07-01;Phone support was neutral, got it done.;neutral;phone;15;4;PROMOTER;1;0;Grupo I;1;1;Grupo I;Account Setup
CASE-17250;2023-03-21;2023-03-19;2023-03-01;The chatbot was a lifesaver when I needed to block my card.;positive;email;94;4;PROMOTER;1;1;Grupo E;1;1;Grupo E;Card Issues
CASE-19963;2022-09-08;2022-09-04;2022-09-01;The email support team was professional and courteous.;positive;chatbot;4;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Login Problems
CASE-27363;2023-08-06;2023-08-06;2023-08-01;The phone agent helped me with my rewards program.;positive;phone;8;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Fees Inquiry
CASE-25976;2023-10-08;2023-10-08;2023-10-01;The chatbot couldn’t assist with my statement.;negative;email;2392;1;DETRACTOR;0;1;Grupo G;1;1;Grupo G;Fraud Report
CASE-16682;2023-02-02;2023-01-29;2023-02-01;The chatbot kept freezing during my inquiry.;negative;chatbot;52;2;DETRACTOR;0;0;Grupo G,Grupo E;2;2;Grupo E;Transaction Error
CASE-20310;2023-03-27;2023-03-26;2023-03-01;The chatbot assisted me with my fees effortlessly.;positive;email;406;5;PROMOTER;1;1;Grupo G,Grupo H,Grupo J;3;3;Grupo J;Balance Inquiry
CASE-24354;2025-01-17;2025-01-12;2025-01-01;The chatbot was okay with my account question.;neutral;email;1628;4;PROMOTER;0;1;Grupo G,Grupo J;2;2;Grupo J;Fees Inquiry
CASE-25403;2024-12-31;2024-12-29;2024-12-01;The chatbot kept crashing when I needed help.;negative;email;1568;2;DETRACTOR;0;0;Grupo F,Grupo B;2;2;Grupo B;General Inquiry
CASE-21585;2023-12-26;2023-12-24;2023-12-01;The phone agent didn’t care about my complaint.;negative;phone;119;2;DETRACTOR;0;1;Grupo C,Grupo D;2;2;Grupo D;Login Problems
CASE-15971;2023-04-19;2023-04-16;2023-04-01;The email response was thorough and resolved my question.;positive;phone;8;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Loan Inquiry
CASE-17596;2024-06-08;2024-06-02;2024-06-01;The chatbot assisted with my account setup smoothly.;positive;chatbot;1;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Balance Inquiry
CASE-26463;2024-08-14;2024-08-11;2024-08-01;The chatbot couldn’t understand my simple question.;negative;chatbot;119;2;DETRACTOR;0;0;Grupo D,Grupo E,Grupo F,Grupo H,Grupo I;5;5;Grupo I;Payment Issues
CASE-22822;2023-12-01;2023-11-26;2023-12-01;The chatbot couldn’t handle my payment issue.;negative;phone;35;1;DETRACTOR;0;1;Grupo E;1;1;Grupo E;Login Problems
CASE-15101;2022-11-01;2022-10-30;2022-11-01;The email team didn’t address my issue at all.;negative;email;3458;1;DETRACTOR;0;1;Grupo I,Grupo D,Grupo H,Grupo F;4;4;Grupo F;Fees Inquiry
CASE-19401;2023-09-13;2023-09-10;2023-09-01;The chatbot failed to reset my password correctly.;negative;phone;144;1;DETRACTOR;0;0;Grupo C,Grupo E,Grupo B;3;3;Grupo B;Balance Inquiry
CASE-24996;2023-06-28;2023-06-25;2023-06-01;Phone support was amazing, they handled my complaint well.;positive;chatbot;12;4;PROMOTER;0;1;Grupo G,Grupo B,Grupo G;2;3;Grupo G;Card Issues
CASE-28133;2024-03-26;2024-03-24;2024-03-01;The chatbot helped me with my savings goal easily.;positive;phone;34;4;PROMOTER;0;1;Grupo C,Grupo I,Grupo G;3;3;Grupo G;Balance Inquiry
CASE-15260;2022-04-20;2022-04-17;2022-04-01;The email response was clear and solved my problem.;positive;email;154;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;General Inquiry
CASE-29386;2025-01-11;2025-01-05;2025-01-01;The chatbot gave me useless info about my card.;negative;chatbot;83;1;DETRACTOR;0;0;Grupo E,Grupo D,Grupo A;3;3;Grupo A;Fees Inquiry
CASE-26136;2025-01-07;2025-01-05;2025-01-01;Email support made resolving my issue so easy.;positive;chatbot;9;4;PROMOTER;1;1;Grupo G,Grupo G;1;2;Grupo G;Fees Inquiry
CASE-22958;2023-06-14;2023-06-11;2023-06-01;The phone agent was okay, no big problems.;neutral;phone;28;3;DETRACTOR;1;1;Grupo D,Grupo D;1;2;Grupo D;Loan Inquiry
CASE-18749;2024-03-17;2024-03-17;2024-03-01;The support team over the phone was incredibly helpful.;positive;email;63;4;PROMOTER;1;1;Grupo E,Grupo H,Grupo D;3;3;Grupo D;Card Issues
CASE-21920;2024-02-08;2024-02-04;2024-02-01;The email response was professional and to the point.;positive;phone;13;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-19729;2022-09-29;2022-09-25;2022-09-01;The phone team was alright, no big deal.;neutral;chatbot;16;3;DETRACTOR;0;0;Grupo E,Grupo I;2;2;Grupo I;Account Setup
CASE-28629;2024-09-29;2024-09-29;2024-09-01;The email response was prompt and very clear.;positive;chatbot;2;5;PROMOTER;1;1;Grupo F,Grupo C;2;2;Grupo C;Loan Inquiry
CASE-21575;2024-01-21;2024-01-21;2024-01-01;The chatbot was quick to assist with my transfer request.;positive;chatbot;1;4;PROMOTER;1;1;Grupo G;1;1;Grupo G;Payment Issues
CASE-17587;2022-11-05;2022-10-30;2022-11-01;Email support was neutral, did the minimum.;neutral;phone;27;3;DETRACTOR;1;1;Grupo C;1;1;Grupo C;Login Problems
CASE-25520;2024-12-12;2024-12-08;2024-12-01;The email team didn’t care about my problem.;negative;chatbot;77;1;DETRACTOR;0;0;Grupo B,Grupo J,Grupo B;2;3;Grupo B;Payment Issues
CASE-25784;2023-08-31;2023-08-27;2023-08-01;The phone agent was patient and solved my problem.;positive;chatbot;4;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-17630;2023-10-27;2023-10-22;2023-10-01;Phone support was amazing, they handled my complaint well.;positive;email;232;4;PROMOTER;1;0;Grupo G;1;1;Grupo G;Loan Inquiry
CASE-27612;2022-08-17;2022-08-14;2022-08-01;The chatbot assisted me with my fees effortlessly.;positive;phone;20;4;PROMOTER;1;1;Grupo I,Grupo B,Grupo F;3;3;Grupo F;Payment Issues
CASE-21165;2022-07-22;2022-07-17;2022-07-01;The email response was professional and to the point.;positive;phone;15;5;PROMOTER;1;1;Grupo H;1;1;Grupo H;Login Problems
CASE-25333;2025-02-18;2025-02-16;2025-02-01;Phone support was friendly and resolved my concern.;positive;email;97;4;PROMOTER;1;1;Grupo B;1;1;Grupo B;Transaction Error
CASE-16093;2022-03-23;2022-03-20;2022-03-01;The phone team was rude and hung up on me.;negative;email;4145;2;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Payment Issues
CASE-23561;2022-04-03;2022-04-03;2022-04-01;The chatbot assisted me with my fees effortlessly.;positive;email;287;4;PROMOTER;1;1;Grupo H,Grupo A;2;2;Grupo A;Payment Issues
CASE-20663;2023-08-16;2023-08-13;2023-08-01;The chatbot assisted with my account setup smoothly.;positive;chatbot;3;4;PROMOTER;1;1;Grupo D;1;1;Grupo D;Balance Inquiry
CASE-24680;2022-05-07;2022-05-01;2022-05-01;Phone support was decent, no complaints really.;neutral;email;1604;4;PROMOTER;0;0;Grupo A,Grupo I;2;2;Grupo I;Card Issues
CASE-19805;2023-09-15;2023-09-10;2023-09-01;Email support was excellent and very responsive.;positive;chatbot;4;5;PROMOTER;1;1;Grupo A,Grupo B;2;2;Grupo B;Balance Inquiry
CASE-23811;2025-02-05;2025-02-02;2025-02-01;The chatbot assisted with my account setup smoothly.;positive;email;121;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Transaction Error
CASE-20032;2023-01-29;2023-01-29;2023-01-01;Email support was the worst, no effort at all.;negative;chatbot;10;2;DETRACTOR;1;0;Grupo D,Grupo G,Grupo E,Grupo E,Grupo B;4;5;Grupo B;Card Issues
CASE-24554;2022-09-23;2022-09-18;2022-09-01;The phone agent was patient and solved my problem.;positive;chatbot;4;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Card Issues
CASE-26807;2022-09-11;2022-09-11;2022-09-01;Great customer service, the phone representative was so polite!;positive;phone;20;4;PROMOTER;1;1;Grupo E,Grupo A;2;2;Grupo A;Loan Inquiry
CASE-29371;2023-03-15;2023-03-12;2023-03-01;Phone support was slow and didn’t fix my card issue.;negative;chatbot;24;2;DETRACTOR;0;0;Grupo I,Grupo A,Grupo G;3;3;Grupo G;Payment Issues
CASE-20874;2024-04-26;2024-04-21;2024-04-01;The chatbot answered my mortgage question accurately.;positive;chatbot;2;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Transaction Error
CASE-18401;2022-07-08;2022-07-03;2022-07-01;The email team didn’t address my issue at all.;negative;phone;78;2;DETRACTOR;0;0;Grupo B,Grupo A,Grupo G;3;3;Grupo G;Login Problems
CASE-27044;2023-11-16;2023-11-12;2023-11-01;The chatbot kept crashing when I needed help.;negative;chatbot;59;2;DETRACTOR;0;0;Grupo C,Grupo J;2;2;Grupo J;Balance Inquiry
CASE-21402;2024-02-28;2024-02-25;2024-02-01;The email team took days to reply with nothing useful.;negative;chatbot;26;2;DETRACTOR;0;1;Grupo A,Grupo I;2;2;Grupo I;Payment Issues
CASE-15382;2023-06-18;2023-06-18;2023-06-01;The email response was delayed and unhelpful.;negative;phone;79;1;DETRACTOR;0;0;Grupo D,Grupo D,Grupo B;2;3;Grupo B;Transaction Error
CASE-24180;2024-01-22;2024-01-21;2024-01-01;The email team responded promptly and solved my issue.;positive;chatbot;4;4;PROMOTER;1;1;Grupo J,Grupo D;2;2;Grupo D;Transaction Error
CASE-21785;2022-06-14;2022-06-12;2022-06-01;The email response was professional and to the point.;positive;phone;10;4;PROMOTER;1;1;Grupo C;1;1;Grupo C;Balance Inquiry
CASE-24703;2022-10-30;2022-10-30;2022-10-01;The chatbot couldn’t process my balance request.;negative;phone;135;2;DETRACTOR;0;1;Grupo G,Grupo I,Grupo J;3;3;Grupo J;Fees Inquiry
CASE-21260;2022-09-08;2022-09-04;2022-09-01;Phone support was friendly and resolved my concern.;positive;chatbot;2;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Balance Inquiry
CASE-26473;2022-03-21;2022-03-20;2022-03-01;Email support was polite and answered all my questions.;positive;phone;15;5;PROMOTER;1;0;Grupo A,Grupo F;2;2;Grupo F;Card Issues
CASE-26007;2023-08-29;2023-08-27;2023-08-01;I received a detailed email response in less than an hour.;positive;email;94;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-15798;2023-03-27;2023-03-26;2023-03-01;The chatbot was quick to assist with my payment query.;positive;email;442;4;PROMOTER;1;1;Grupo I,Grupo A;2;2;Grupo A;Balance Inquiry
CASE-23830;2023-02-28;2023-02-26;2023-02-01;The chatbot failed to reset my password correctly.;negative;email;3618;2;DETRACTOR;0;0;Grupo J,Grupo E,Grupo G,Grupo I;4;4;Grupo I;Payment Issues
CASE-21621;2023-05-06;2023-04-30;2023-05-01;The email response was prompt and very clear.;positive;chatbot;1;4;PROMOTER;1;1;Grupo A,Grupo B,Grupo E;3;3;Grupo E;Card Issues
CASE-25085;2024-09-30;2024-09-29;2024-09-01;The chatbot was decent with my card replacement.;neutral;chatbot;15;3;DETRACTOR;0;0;Grupo A;1;1;Grupo A;Card Issues
CASE-24865;2024-12-29;2024-12-29;2024-12-01;The email team took too long to fix my login issue.;negative;email;3145;2;DETRACTOR;0;0;Grupo D,Grupo C;2;2;Grupo C;Fraud Report
CASE-19220;2022-11-26;2022-11-20;2022-11-01;I received a detailed email response in less than an hour.;positive;phone;11;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Card Issues
CASE-25274;2022-07-01;2022-06-26;2022-07-01;The chatbot crashed when I tried to check my balance.;negative;phone;120;2;DETRACTOR;0;0;Grupo D,Grupo D,Grupo C,Grupo J;3;4;Grupo J;General Inquiry
CASE-23180;2022-11-08;2022-11-06;2022-11-01;The email response was detailed and very helpful.;positive;email;236;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-24561;2022-09-12;2022-09-11;2022-09-01;Email support was okay, could be better.;neutral;phone;28;3;DETRACTOR;1;1;Grupo D;1;1;Grupo D;Transaction Error
CASE-26659;2024-10-08;2024-10-06;2024-10-01;The email team was courteous and efficient.;positive;phone;13;4;PROMOTER;1;1;Grupo A,Grupo F;2;2;Grupo F;Balance Inquiry
CASE-15604;2023-09-30;2023-09-24;2023-09-01;The phone support was okay, nothing special.;neutral;chatbot;10;3;DETRACTOR;1;0;Grupo D;1;1;Grupo D;Loan Inquiry
CASE-27911;2024-03-23;2024-03-17;2024-03-01;The email team didn’t fix my login problem.;negative;phone;146;1;DETRACTOR;0;0;Grupo B,Grupo A,Grupo F,Grupo B;3;4;Grupo B;Payment Issues
CASE-26365;2024-10-08;2024-10-06;2024-10-01;Phone support was amazing, they handled my complaint well.;positive;chatbot;1;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Balance Inquiry
CASE-26256;2022-03-18;2022-03-13;2022-03-01;Quick and friendly service, my card issue was sorted out fast.;positive;email;118;5;PROMOTER;1;1;Grupo D;1;1;Grupo D;Card Issues
CASE-22163;2024-12-13;2024-12-08;2024-12-01;I had a wonderful experience opening my account via phone.;positive;chatbot;2;5;PROMOTER;1;1;Grupo F;1;1;Grupo F;Loan Inquiry
CASE-18269;2023-09-18;2023-09-17;2023-09-01;The email response was clear and professional.;positive;phone;13;5;PROMOTER;1;1;Grupo E;1;1;Grupo E;Payment Issues
CASE-27294;2024-05-10;2024-05-05;2024-05-01;The email response was average, not bad.;neutral;chatbot;9;4;PROMOTER;1;1;Grupo J;1;1;Grupo J;Payment Issues
CASE-17279;2023-11-15;2023-11-12;2023-11-01;The phone team made my experience so pleasant today.;positive;phone;12;5;PROMOTER;1;1;Grupo B,Grupo I;2;2;Grupo I;General Inquiry
CASE-20271;2024-07-09;2024-07-07;2024-07-01;Email support was useless, they didn’t even try.;negative;email;3154;2;DETRACTOR;0;0;Grupo C,Grupo B,Grupo E;3;3;Grupo E;Transaction Error
CASE-24698;2022-09-03;2022-08-28;2022-09-01;The chatbot made resetting my PIN so simple.;positive;chatbot;5;4;PROMOTER;1;1;Grupo A;1;1;Grupo A;Balance Inquiry
CASE-29896;2023-02-08;2023-02-05;2023-02-01;I had a horrible experience with the phone support.;negative;phone;177;2;DETRACTOR;0;1;Grupo G,Grupo I,Grupo E;3;3;Grupo E;Payment Issues
CASE-21438;2022-07-17;2022-07-17;2022-07-01;The chatbot crashed during my transaction query.;negative;email;1533;2;DETRACTOR;0;0;Grupo H,Grupo I,Grupo E,Grupo C;4;4;Grupo C;Card Issues
CASE-21341;2024-01-23;2024-01-21;2024-01-01;The chatbot was quick to assist with my payment query.;positive;email;695;5;PROMOTER;1;1;Grupo F,Grupo C,Grupo A;3;3;Grupo A;Payment Issues
CASE-20181;2023-06-27;2023-06-25;2023-06-01;The chatbot was fast and accurate with my inquiry.;positive;email;415;4;PROMOTER;1;1;Grupo E,Grupo E,Grupo B;2;3;Grupo B;Login Problems
CASE-23969;2024-12-13;2024-12-08;2024-12-01;The chatbot kept freezing during my inquiry.;negative;phone;77;2;DETRACTOR;0;0;Grupo C,Grupo B;2;2;Grupo B;Fraud Report
CASE-18292;2024-01-20;2024-01-14;2024-01-01;Phone support was amazing, they handled my complaint well.;positive;chatbot;5;5;PROMOTER;1;1;Grupo B;1;1;Grupo B;Loan Inquiry
CASE-28293;2024-06-02;2024-06-02;2024-06-01;Email support didn’t even read my message properly.;negative;email;2757;2;DETRACTOR;0;0;Grupo E,Grupo F,Grupo A,Grupo I;4;4;Grupo I;Payment Issues
CASE-23659;2025-02-15;2025-02-09;2025-02-01;The chatbot assisted me with my savings account inquiry perfectly.;positive;phone;10;4;PROMOTER;1;1;Grupo I;1;1;Grupo I;Balance Inquiry
CASE-22808;2023-09-15;2023-09-10;2023-09-01;The email response was vague and frustrating.;negative;phone;131;2;DETRACTOR;0;0;Grupo J,Grupo H,Grupo J;2;3;Grupo J;Login Problems
CASE-15444;2023-09-18;2023-09-17;2023-09-01;The phone agent explained everything in a friendly way.;positive;email;227;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Payment Issues
CASE-25012;2023-02-07;2023-02-05;2023-02-01;The chatbot was alright, took a few tries.;neutral;phone;72;3;DETRACTOR;0;0;Grupo H,Grupo A,Grupo B;3;3;Grupo B;Login Problems
CASE-29658;2024-11-12;2024-11-10;2024-11-01;Phone support was decent, no complaints really.;neutral;chatbot;8;3;DETRACTOR;1;0;Grupo G,Grupo C,Grupo D;3;3;Grupo D;Card Issues
CASE-29051;2022-09-19;2022-09-18;2022-09-01;The chatbot couldn’t handle my payment issue.;negative;chatbot;56;2;DETRACTOR;0;1;Grupo A,Grupo G,Grupo C;3;3;Grupo C;Payment Issues
CASE-29631;2023-02-27;2023-02-26;2023-02-01;The phone agent was unhelpful with my fees.;negative;chatbot;59;1;DETRACTOR;0;1;Grupo E,Grupo I;2;2;Grupo I;Balance Inquiry
CASE-20099;2024-12-14;2024-12-08;2024-12-01;The email response was delayed and unhelpful.;negative;chatbot;60;1;DETRACTOR;0;1;Grupo F,Grupo H,Grupo B;3;3;Grupo B;Fraud Report
CASE-15518;2022-06-09;2022-06-05;2022-06-01;Email support was polite and answered all my questions.;positive;email;135;5;PROMOTER;1;1;Grupo I;1;1;Grupo I;Loan Inquiry
CASE-22005;2022-01-10;2022-01-09;2022-01-01;The phone representative was unhelpful and impatient.;negative;phone;111;2;DETRACTOR;0;0;Grupo F,Grupo F,Grupo B;2;3;Grupo B;Transaction Error
CASE-28858;2024-02-15;2024-02-11;2024-02-01;The chatbot quickly helped me reset my password.;positive;phone;12;4;PROMOTER;1;0;Grupo E;1;1;Grupo E;General Inquiry
CASE-16749;2023-01-24;2023-01-22;2023-01-01;The email response was vague and frustrating.;negative;email;2187;1;DETRACTOR;0;0;Grupo D,Grupo E,Grupo J,Grupo G;4;4;Grupo G;Loan Inquiry
CASE-28435;2024-02-23;2024-02-18;2024-02-01;I received a detailed email response in less than an hour.;positive;phone;17;4;PROMOTER;1;1;Grupo I,Grupo I;1;2;Grupo I;Fees Inquiry
CASE-18897;2023-03-07;2023-03-05;2023-03-01;I received a detailed email response in less than an hour.;positive;chatbot;12;5;PROMOTER;0;0;Grupo I,Grupo J,Grupo C;3;3;Grupo C;Loan Inquiry
CASE-15265;2022-03-23;2022-03-20;2022-03-01;The phone agent explained everything in a friendly way.;positive;phone;35;4;PROMOTER;0;1;Grupo D,Grupo J,Grupo J;2;3;Grupo J;Loan Inquiry
CASE-29334;2023-06-29;2023-06-25;2023-06-01;The chatbot assisted me with my fees effortlessly.;positive;phone;9;5;PROMOTER;1;1;Grupo A;1;1;Grupo A;Transaction Error
